analysisGender2Category,analysisGender3Category,analysisHasSecondaryMorphYN,analysisInternalChanges,analysisMutability,analysisNotes,analysisPluralPattern,analysisPluralPatternSecondary,analysisPluralSplitYN,analysisPluralTheme,analysisPluralThemeSecondary,analysisRAugSplitYN,analysisRAugVowel,analysisSemanticCoreYN,analysisSingularTheme,lexiconAnimateYN,lexiconGender,lexiconGlossEnglish,lexiconGlossFrench,lexiconHumanYN,lexiconjGender,lexiconLoanwordNotes,lexiconLoanwordSource,lexiconPOS,lexiconSemanticField,lexiconSexGender,recordDataSource,recordID,word1MSF,word2MSB,word3MPF,word4MPB,word5FSF,word6FSB,word7FPF,word8FPB,wordDerivedCategory,wordDerivedCategoryNotes,wordDerivedInput,wordDerivedInputGloss,wordFemBase,wordFemSecondary,wordLexBitVector,wordMascBase,wordMascSecondary,wordNumSemanticCategory,p_stem_sing_syllabified,p_stem_sing_LH,p_stem_sing_foot,p_LH_count_heavies,p_LH_count_moras,p_foot_count_feet,p_foot_residue
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,addad,N,M,pressing,fait d'appuyer,N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,958,addad,waddad,,,,,,,Action Nouns,,add (verb),press,0.0,,1100-0000,1.0,,,ad.dad,HH,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,!nggad,N,M,soaking,fait de tremper,N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,959,!anggad,!unggad,,,,,,,Action Nouns,,!nggd (verb),soak,0.0,,1100-0000,1.0,,,ng.gad,HH,FF,1,4,2,0
Masculine,Neutral,,,Neutral,"Assumption: could be applied figuratively to a human, but term primarily used with non-humans. 
Gender: masc/fem depending on the gender of the modified noun
",External,,N,mslaw,,,A,Y,mslaw,Y,M,withered,fané,N,M,,Native,N,Spatial Relations,NonSpec,Jebbour 1996,960,amslaw,umslaw,imslawn,imslawn,tamslawt,tmslawt,timslawin,tmslawin,Agentives,,isliw (verb),wither,0.0,,1111-1111,1.0,,,ms.law,HH,FF,1,4,2,0
Masculine,Neutral,,,Neutral,Stem phonology: epenthesis,External,External,Y,zʕajti,zʕajtij,,A,Y,zʕajti,Y,M,braggart,fanfaron,Y,M,,Arabic-Assimilated,N,Emotion,NonSpec,Jebbour 1996,961,azʕajti,uzʕajti,izʕajtin,izʕajtin,tazʕajtit,tzʕajtit,tizʕajtijin,tzʕajtijin,Agentives,,zʕt (verb),show off,0.0,,1111-1111,1.0,,,z.ʕaj.ti,LHL,lFl,1,4,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,A,N,ʁzu,N,F,fantasy,fantazia,N,F,,Native,N,Mind & Thought,,Jebbour 1996,962,,,,,taʁzut,tʁzut,,,Unknown,,,,5.0,,0000-1100,0.0,,,ʁ.zu,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,!ʒʒakrar,N,M,burden,fardeau,N,M,,Native,N,Emotion,,Jebbour 1996,963,!aʒʒakrar,!uʒʒakrar,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,ʒ.ʒak.rar,LHH,lFF,1,5,2,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,ggʷrn,N,M,flour,farine,N,M,,Native,N,Food & Drink,,Jebbour 1996,964,aggʷrn,uggʷrn,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,g.grn,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,summr,N,M,"relaxation, sunshine","farniente, insolation",N,M,,Native,N,Emotion,,Jebbour 1996,965,asummr,usummr,,,,,,,Action Nouns,,summr (verb),to sun-bathe (Verb),0.0,,1100-0000,1.0,,,sum.mr,HL,Fl,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,!rrmuj,N,F,tired,fatigue,N,F,,Native,N,Emotion,,Jebbour 1996,966,,,,,!rrmujt,!rrmujt,,,Action Nouns,,!rmi,be tired,5.0,,0000-1100,0.0,,,rr.muj,HH,FF,1,4,2,0
Masculine,Neutral,,,Neutral,,External,,N,nmgar,,,A,Y,nmgar,Y,M,reaper (agriculture),faucheur,Y,M,,Native,N,Agriculture & Vegetation,NonSpec,Jebbour 1996,968,anmgar,unmgar,inmgarn,inmgarn,tanmgart,tnmgart,tinmgarin,tnmgarin,Agentives,,mgr (verb),reap,0.0,,1111-1111,1.0,,,nm.gar,LH,lF,1,3,1,1
Masculine,Masculine,,Final A,Fixed-Masc,,Mixed,,N,mgra,,,I,N,mgr,N,M,sickle,faucille,N,M,,Native,N,Agriculture & Vegetation,,Jebbour 1996,969,imgr,imgr,imgran,imgran,,,,,Instrumental Nouns,,mgr (verb),reap,0.0,,1111-0000,1.0,,,m.gr,LL,F,0,2,1,0
Masculine,Masculine,Yes,"Medial A
Ablaut",Variable-Masc,,Internal,,N,smmiwad,,,A,N,smmawd,N,M,sickle,faucille,N,M,,Native,N,Agriculture & Vegetation,,Jebbour 1996,970,asmmawd,usmmawd,ismmiwad,ismmiwad,tasmmawtt,tsmmawtt,tismmiwad,tsmmiwad,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,sm.ma.wd,LLL,lF,0,3,1,1
Masculine,Masculine,Yes,Ablaut,Variable-Masc,,Internal,,N,nflak,,,A,N,nfluk,N,M,felucca,felouque,N,M,,Native,N,Motion & Transportation,,Jebbour 1996,971,anfluk,unfluk,inflak,inflak,tanflukt,tnflukt,tinflak,tnflak,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,nf.luk,HH,FF,1,4,2,0
Feminine,Feminine,,,Fixed-Fem,,External,,N,mʁar,,,A,Y,mʁar,Y,F,woman,femme,Y,F,,Native,N,Mankind,Female,Jebbour 1996,972,,,,,tamʁart,tmʁart,timʁarin,tmʁarin,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,m.ʁar,LH,lF,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,External,,N,,,,A,Y,maziʁ,Y,F,"Amazigh woman, Amazigh language","femme amazighe, langue amazighe",Y,F,,Native,N,Mankind,Female,Jebbour 1996,973,,,,,tamaziʁt,tmaziʁt,timaziʁin,tmaziʁin,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,ma.ziʁ,LH,lF,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,!lfrm,N,F,"slot, gap","fente, brèche",N,F,,Arabic-Assimilated,N,Physical World,,Jebbour 1996,974,,,,,!lfrmt,!lfrmt,,,Underived,,NotAppl,,5.0,,0000-1100,0.0,,,l.frm,LH,lF,1,3,1,1
Masculine,Masculine,Yes,Final A,Variable-Masc,Stem phonology: syncope,Mixed,,N,sttʁa,,,A,N,sttiʁ,N,M,"crack, crack","fente, fissure",N,M,,Native,N,Physical World,,Jebbour 1996,975,asttiʁ,usttiʁ,isttʁan,isttʁan,tasttiʁt,tsttiʁt,tisttʁin,tsttʁin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,st.tiʁ,HH,FF,1,4,2,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,uqqna,N,F,closure,fermeture,N,F,,Native,N,Dwellings & Furniture,,Jebbour 1996,978,,,,,tuqqna,tuqqna,,,Action Nouns,,qqn (verb),close,5.0,,0000-1100,0.0,,,uq.qn.a,HLL,FF,1,4,2,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,urgla,N,F,"closing, latching","fermeture, verouillage",N,F,,Native,N,Dwellings & Furniture,,Jebbour 1996,979,,,,,turgla,turgla,,,Action Nouns,,rgl (rgl),close,5.0,,0000-1100,0.0,,,u.rg.la,LLL,lF,0,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,qʒʒuħ,N,M,scrap,ferraille,N,M,,Native,N,Quantity & Number,,Jebbour 1996,980,aqʒʒuħ,uqʒʒuħ,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,qʒ.ʒuħ,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,ħʃtaw,N,M,wisp,fétu,N,M,,Native,N,Quantity & Number,,Jebbour 1996,982,aħʃtaw,uħʃtaw,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,ħʃ.taw,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,!frad,N,M,foliage,feuillage,N,M,,Native,N,Agriculture & Vegetation,,Jebbour 1996,983,!afrad,!ufrad,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,f.rad,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,External,,N,fraw,,,A,N,fraw,N,M,sheet,feuille,N,M,,Native,N,Language & Music,,Jebbour 1996,984,afraw,ufraw,ifrawn,ifrawn,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,f.raw,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,!brwag,N,M,turnip greens,feuilles de navet,N,M,,Native,N,Food & Drink,,Jebbour 1996,985,!abrwag,!ubrwag,,,,,,,Underived,,NotAppl,,0.0,,1100-0000,1.0,,,br.wag,LH,lF,1,3,1,1
Masculine,Masculine,Yes,,Variable-Masc,"Secondary Morph. Cat: ""1-UNIT"" originally, so wordform 1 has a unit meaning (which is typical of 5)",External,,N,baw,,,A,N,baw,N,M,bean,fève,N,M,,Native,N,Food & Drink,,Jebbour 1996,987,abaw,ubaw,ibawn,ibawn,tabawt,tbawt,tibawin,tbawin,Underived,,NotAppl,,0.0,DIM,1111-1111,3.0,,5-DIM,baw,H,F,1,2,1,0
Masculine,Neutral,,Ablaut,Neutral,,Mixed,Mixed,Y,isla,slat,,Zero,Y,isli,Y,M,fiancé,fiancé,Y,M,,Native,N,Mankind,NonSpec,Jebbour 1996,988,isli,isli,islan,islan,tislit,tslit,tislatin,tslatin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,is.li,HL,Fl,1,3,1,1
Feminine,Feminine,,Medial A,Fixed-Fem,Stem phonology: glide formation,Internal,,N,!zrzaj,,,A,N,!zrzi,N,F,fibula,fibule,N,F,,Native,N,Body Parts & Functions,,Jebbour 1996,989,,,,,!tazrzit,!tzrzit,!tizrzaj,!tzrzaj,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,zr.zi,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,Assumption: [i] is the plural prefix because C-initial themes are in the majority.,Only Plural,,N,χχa,,,A/I,N,,N,M,excrement (typically for humans and carnival animals),fiente (excréments d'une personne),N,M,,Native,N,Body Parts & Functions,,Jebbour 1996,990,,,iχχan,iχχan,,,,,Underived,,NotAppl,,0.0,,0011-0000,3.0,,,,,,0,0,0,0
Masculine,Masculine,Yes,Ablaut,Variable-Masc,"Stem phonology: VV deletion
",Mixed,External,Y,qurra,qurr,,A,N,qurri,N,M,fig,figue,N,M,,Native,N,Food & Drink,,Jebbour 1996,992,!aqurri,!uqurri,!iqurran,!iqurran,!taqurrit,!tqurrit,!tiqurrin,!tqurrin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,qur.ri,HL,Fl,1,3,1,1
Masculine,Masculine,Yes,,Variable-Masc,,External,,N,kkʷrmis,,,A,N,kkʷrmis,N,M,green fig,figue verte,N,M,,Native,N,Food & Drink,,Jebbour 1996,993,akkʷrmis,ukkʷrmis,ikkʷrmisn,ikkʷrmisn,takkʷrmist,tkkʷrmist,tikkʷrmisin,tkkʷrmisin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,k.kr.mis,LLH,FF,1,4,2,0
Masculine,Masculine,,,Fixed-Masc,,External,,N,,,,A,N,buzzig,N,M,green fig,figue verte,N,M,,Native,N,Food & Drink,,Jebbour 1996,994,abuzzig,ubuzzig,ibuzzign,ibuzzign,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,buz.zig,HH,FF,1,4,2,0
Feminine,Feminine,Yes,,Variable-Fem,,External,,N,azar,,,Zero,N,azar,N,F,fig tree,figuier,N,F,,Native,N,Agriculture & Vegetation,,Jebbour 1996,995,azar,wazar,azarn,wazarn,tazart,tazart,tazarin,tazarin,Underived,,NotAppl,,5.0,,1111-1111,0.0,AUG,1-AUG,a.zar,LH,lF,1,3,1,1
Masculine,Masculine,Yes,,Variable-Masc,"Assumption: 1-2 is generic, so no plural; 5-8 has plural because unitized. 
Stem phonology: epenthesis",External,,N,knarij,,,A,N,knari,N,M,"prickly pear, cactus fruit",figuier de barbarie,N,M,,Native,N,Agriculture & Vegetation,,Jebbour 1996,997,aknari,uknari,,,taknarit,tknarit,tiknarijin,tknarijin,Underived,,NotAppl,,0.0,UNIT,1100-1111,1.0,,5-UNIT,k.na.ri,LLL,lF,0,3,1,1
Masculine,Masculine,Yes,Ablaut,Variable-Masc,,Mixed,Mixed,Y,fala,falat,,I,N,fili,N,M,thread,fil,N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,998,ifili,ifili,ifalan,ifalan,tifilit,tfilit,tifalatin,tfalatin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,fi.li,LL,F,0,2,1,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,ilmi,N,F,result of spinning of wool,"filature, fils",N,F,,Native,N,Clothing & Adornment,,Jebbour 1996,999,,,,,tilmi,tilmi,,,Action Nouns,,llm (verb),spin the wool,5.0,,0000-1100,0.0,,,il.mi,HL,Fl,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,Only Plural,,N,illm,,,Zero,Y,,Y,F,spinners,fileuses,Y,F,,Native,N,Motion & Transportation,Female,Jebbour 1996,1001,,,,,,,tillmin,tillmin,Occupational Nouns,,???,spin the wool,7.0,,0000-0011,0.0,,,,,,0,0,0,0
Feminine,Feminine,,,Fixed-Fem,,External,,N,staj,,,A,N,staj,N,F,"filter, strainer","filtre, passoire",N,F,,Native,N,Physical Acts & Materials,,Jebbour 1996,1002,,,,,tastajt,tstajt,tistajin,tstajin,Instrumental Nouns,,sti (verb),to filter,5.0,,0000-1111,0.0,,,s.taj,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,Zero,N,usdid,N,M,"thin, skinny",fin,N,M,,Native,N,Time,,Jebbour 1996,1003,usdid,wusdid,,,,,,,Ukris,,isdid (verb),to be thin,0.0,,1100-0000,1.0,,,us.did,HH,FF,1,4,2,0
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,igira,N,F,"end, lately","fin, ces derniers temps",N,F,,Native,N,Time,,Jebbour 1996,1004,,,,,tigira,tigira,,,Underived,,NotAppl,,5.0,,0000-1100,0.0,,,i.gi.ra,LLL,lF,0,3,1,1
Masculine,Masculine,Yes,,Variable-Masc,Variant: aʒddig ~ taʒddigt,External,,N,ʒʒig,,,A,N,ʒʒig,N,M,flower,fleur,N,M,,Native,N,Agriculture & Vegetation,,Jebbour 1996,1008,aʒʒig,uʒʒig,iʒʒign,iʒʒign,taʒʒigt,tʒʒigt,tiʒʒigin,tʒʒigin,Underived,,NotAppl,,0.0,UNIT,1111-1111,1.0,,5-UNIT,ʒ.ʒig,LH,lF,1,3,1,1
Masculine,Masculine,,Ablaut,Fixed-Masc,,Mixed,,N,isaf,,,Zero,N,asif,N,M,river,fleuve,N,M,,Native,N,Physical World,,Jebbour 1996,1010,asif,wasif,isafn,jisafn,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,a.sif,LH,lF,1,3,1,1
Masculine,Neutral,,,Neutral,"Gloss: term can be applied to things other than flute, for example a six-chamber gun. 
Gender: masc/fem depending on the gender of the modified noun
Stem phonology: VV deletion
",External,,N,sdasi,,,A,Y,sdasi,Y,M,flute with six holes,flûte à six trous,N,M,,Arabic-Assimilated,N,Language & Music,NonSpec,Jebbour 1996,1011,asdasi,usdasi,isdasin,isdasin,tasdasit,tsdasit,tisdasin,tsdasin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,s.da.si,LLL,lF,0,3,1,1
Feminine,Feminine,,Final A,Fixed-Fem,"Stem phonology: latent final glide deletion, VV deletion",Mixed,,N,asw,,,Zero,N,asa,N,F,liver,foie,N,F,,Native,N,Body Parts & Functions,,Jebbour 1996,1012,,,,,tasa,tasa,taswin,taswin,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,a.sa,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,χχlu,N,M,madness,folie,N,M,,Native,N,Mind & Thought,,Jebbour 1996,1013,aχχlu,uχχlu,,,,,,,Action Nouns,,χlu (verb),be mad,0.0,,1100-0000,1.0,,,χχ.lu,HL,Fl,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,nufl,N,M,madness,folie,N,M,,Native,N,Mind & Thought,,Jebbour 1996,1014,anufl,unufl,,,,,,,Action Nouns,,nufl (verb),be mad,0.0,,1100-0000,1.0,,,nu.fl,LL,F,0,2,1,0
Masculine,Masculine,,Ablaut,Fixed-Masc,,Mixed,,N,ilam,,,Zero,N,alim,N,M,straw,paille,N,M,,Native,N,Agriculture & Vegetation,,Jebbour 1996,1015,alim,walim,ilamn,jilamn,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,a.lim,LH,lF,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,fssaj,N,M,"cast, melting ...",fonte ...,N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,1017,afssaj,ufssaj,,,,,,,Action Nouns,,fsi (verb),melt,0.0,,1100-0000,1.0,,,fs.saj,LH,lF,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,External,,N,agan,,,Zero,N,agan,N,F,forest,forêt,N,F,,Native,N,Physical World,,Jebbour 1996,1018,,,,,tagant,tagant,taganin,taganin,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,a.gan,LH,lF,1,3,1,1
Masculine,Masculine,Yes,Ablaut,Variable-Masc,,Internal,,N,!unad,,,Zero,N,!anud,N,M,forge,forge,N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,1019,!anud,!wanud,!unad,!wunad,!anutt,!tanutt,!tunad,!tunad,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,a.nud,LH,lF,1,3,1,1
Masculine,Neutral,,,Neutral,,External,,N,mzil,,,A,Y,mzil,Y,M,black-smith,"forgeron, maréchalferrant",Y,M,,Native,N,Physical Acts & Materials,NonSpec,Jebbour 1996,1020,amzil,umzil,imziln,imziln,tamzilt,tmzilt,timzilin,tmzilin,Underived,,NotAppl,,0.0,,1111-1111,1.0,,,m.zil,LH,lF,1,3,1,1
Masculine,Masculine,Yes,Final A,Variable-Masc,Stem phonology: glide formation,Mixed,,N,!gʷdja,,,A,N,!gʷdi,N,M,ditch,fossé,N,M,,Native,N,Physical World,,Jebbour 1996,1021,!agʷdi,!ugʷdi,!igʷdjan,!igʷdjan,!tagʷdit,!tgʷdit,!tigʷdjin,!tgʷdjin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,g.di,LL,F,0,2,1,0
Masculine,Neutral,,,Neutral,"Gender: masc/fem depending on the gender of the modified noun
",External,,N,mχlaw,,,A,Y,mχlaw,Y,M,crazy,fou,N,M,,Native,N,Mind & Thought,NonSpec,Jebbour 1996,1022,amχlaw,umχlaw,imχlawn,imχlawn,tamχlawt,tmχlawt,timχlawin,tmχlawin,Agentives,,χlu (verb),be mad,0.0,,1111-1111,1.0,,,mχ.law,HH,FF,1,4,2,0
Masculine,Neutral,,,Neutral,"Gender: masc/fem depending on the gender of the modified noun
",External,,N,nafal,,,A,Y,nafal,Y,M,crazy,fou,N,M,,Native,N,Mind & Thought,NonSpec,Jebbour 1996,1023,anafal,unafal,inafaln,inafaln,tanafalt,tnafalt,tinafalin,tnafalin,Agentives,,nufl (verb),be mad,0.0,,1111-1111,1.0,,,na.fal,LH,lF,1,3,1,1
Masculine,Masculine,Yes,Final A,Variable-Masc,,Mixed,External,Y,zfla,zfl,,A,N,zfl,N,M,whip,fouet,N,M,,Native,N,Physical Acts & Materials,,Jebbour 1996,1024,azfl,uzfl,izflan,izflan,tazflt,tzflt,tizflin,tzflin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,z.fl,LL,F,0,2,1,0
Masculine,Masculine,Yes,,Variable-Masc,,External,,N,frran,,,A,N,frran,N,M,oven,four,N,M,,Arabic-Assimilated,N,Food & Drink,,Jebbour 1996,1026,!afrran,!ufrran,!ifrrann,!ifrrann,!tafrrant,!tfrrant,!tifrranin,!tfrranin,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,fr.ran,LH,lF,1,3,1,1
Masculine,Masculine,Yes,Ablaut,Variable-Masc,,Internal,,N,furna,,,A,N,farnu,N,M,oven,four,N,M,,Arabic-Assimilated,N,Food & Drink,,Jebbour 1996,1027,afarnu,ufarnu,ifurna,ifurna,tafarnut,tfarnut,tifurna,tfurna,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,far.nu,HL,Fl,1,3,1,1
Feminine,Feminine,,"Ablaut
Medial A",Fixed-Fem,,Internal,,N,izar,,,Zero,N,azr,N,F,fork,fourche,N,F,,Native,N,Food & Drink,,Jebbour 1996,1028,,,,,tazrt,tazrt,tizar,tizar,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,a.zr,LL,F,0,2,1,0
Feminine,Feminine,,Medial A,Fixed-Fem,,Internal,,N,ʁuraʃ,,,A,N,ʁruʃ,N,F,fork,fourche,N,F,,Native,N,Food & Drink,,Jebbour 1996,1029,,,,,taʁruʃt,tʁruʃt,tiʁuraʃ,tʁuraʃ,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,ʁ.ruʃ,LH,lF,1,3,1,1
Feminine,Feminine,Yes,"Medial A
Ablaut",Variable-Fem,,Internal,,N,ʃiwaʃ,,,A,N,ʃawʃ,N,F,"fork, slingshot, branching part of a tree, farmer tool for straw with two pins",fourche pour lance-pierres,N,F,,Native,N,Physical Acts & Materials,,Jebbour 1996,1030,aʃawʃ,uʃawʃ,iʃiwaʃ,iʃiwaʃ,taʃawʃt,tʃawʃt,tiʃiwaʃ,tʃiwaʃ,Underived,,NotAppl,,5.0,,1111-1111,0.0,AUG,1-AUG,ʃa.wʃ,LL,F,0,2,1,0
Masculine,Masculine,Yes,"Ablaut
Medial A",Variable-Masc,,Internal,,N,biwaʃ,,,A,N,bawʃ,N,M,fork,fourche,N,M,,Native,N,Food & Drink,,Jebbour 1996,1031,abawʃ,ubawʃ,ibiwaʃ,ibiwaʃ,tabawʃt,tbawʃt,tibiwaʃ,tbiwaʃ,Underived,,NotAppl,,0.0,DIM,1111-1111,1.0,,5-DIM,ba.wʃ,LL,F,0,2,1,0
Feminine,Feminine,Yes,,Variable-Fem,Stem phonology: VV deletion,External,Mixed,Y,!udf,!udfa,,Zero,N,!udfi,Y,F,ant,fourmi,N,F,,Native,N,Animals,NonSpec,Jebbour 1996,1032,!udfi,!wudfi,!udfan,!wudfan,!tudfit,!tudfit,!tudfin,!tudfin,Underived,,NotAppl,,5.0,,1111-1111,0.0,AUG,1-AUG,ud.fi,HL,Fl,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,ʒwaj,N,M,scabbard,fourreau,N,M,,Native,N,Warfare & Hunting,,Jebbour 1996,1033,aʒwaj,uʒwaj,,,,,,,Agentives,,ʒwu (verb),wrap,0.0,,1100-0000,1.0,,,ʒ.waj,LH,lF,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,,No Plural,,N,,,,Zero,N,!irzi,N,F,fracture,fracture,N,F,,Native,N,Physical Acts & Materials,,Jebbour 1996,1034,,,,,!tirzi,!tirzi,,,Tifrdi,,!rz (verb),break,5.0,,0000-1100,0.0,,,ir.zi,HL,Fl,1,3,1,1
Masculine,Neutral,,Ablaut,Neutral,"Gender: masc/fem depending on the gender of the modified noun
",Mixed,,N,mrza,,,A,Y,mrzu,Y,M,broken,fracturé,N,M,,Native,N,Physical Acts & Materials,NonSpec,Jebbour 1996,1035,!amrzu,!umrzu,!imrzan,!imrzan,!tamrzut,!tmrzut,!timrzin,!tmrzin,Agentives,,!rz ((verb),break,0.0,,1111-1111,1.0,,,mr.zu,LL,F,0,2,1,0
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,zuzwu,N,M,freshness,fraîcheur,N,M,,Native,N,Time,,Jebbour 1996,1036,azuzwu,uzuzwu,,,,,,,Action Nouns,,zuzwu (verb),be fresh,0.0,,1100-0000,1.0,,,zuz.wu,HL,Fl,1,3,1,1
Feminine,Feminine,,,Fixed-Fem,"Stem phonology: latent final glide deletion, vowel disharmony
Assumption: /w/ is a high glide conditioning disharmony",External,,N,wnziw,,,A,N,wnza,N,F,fringe,frange,N,F,,Native,N,Spatial Relations,,Jebbour 1996,1037,,,,,tawnza,twnza,tiwnziwin,twnziwin,Underived,,NotAppl,,5.0,,0000-1111,0.0,,,wn.za,HL,Fl,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,"Assumption: singular delabialized
",External,,N,!zagʷ,,,A,N,!zag,N,M,fringe,frange,N,M,,Native,N,Spatial Relations,,Jebbour 1996,1038,!azag,!uzag,!izagʷn,!izagʷn,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,zag,H,F,1,2,1,0
Masculine,Masculine,,Ablaut,Fixed-Masc,,Internal,,N,gumrra,,,A,N,gamrru,Y,M,hornet,frelon,N,M,,Native,N,Animals,NonSpec,Jebbour 1996,1041,agamrru,ugamrru,igumrra,igumrra,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,ga.mr.ru,LLL,lF,0,3,1,1
Masculine,Masculine,,,Fixed-Masc,,No Plural,,N,,,,A,N,kʷrram,N,M,cold,froid,N,M,,Native,N,Sense Perception,,Jebbour 1996,1043,akʷrram,ukʷrram,,,,,,,Action Nouns,,kʷrm (verb),be cold,0.0,,1100-0000,1.0,,,kr.ram,LH,lF,1,3,1,1
Masculine,Masculine,,Final A,Fixed-Masc,"Stem phonology: syncope, degemination",Mixed,,N,smda,,,A,N,smmid,N,M,cold,froid,N,M,,Native,N,Sense Perception,,Jebbour 1996,1044,!asmmid,!usmmid,!ismdan,!ismdan,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,sm.mid,LH,lF,1,3,1,1
Masculine,Masculine,,Final A,Fixed-Masc,Stem phonology: glide formation,Mixed,,N,ildja,,,Zero,N,ildi,N,M,sling,fronde,N,M,,Native,N,Clothing & Adornment,,Jebbour 1996,1046,ildi,ildi,ildjan,ildjan,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,il.di,HL,Fl,1,3,1,1
Masculine,Masculine,,,Fixed-Masc,Stem phonology: latent final glide deletion,External,,N,ignziw,,,Zero,N,ignzi,N,M,front,front,N,M,,Native,N,Spatial Relations,,Jebbour 1996,1047,ignzi,ignzi,ignziwn,ignziwn,,,,,Underived,,NotAppl,,0.0,,1111-0000,1.0,,,i.gn.zi,LLL,lF,0,3,1,1
